timestamp,open,high,low,close,volume
2024-01-02,126.13639429,126.74487231,124.00760591,124.60871445,1000467.69
2024-01-03,122.80588628,123.34483601,121.41115286,121.94633032,1293635.43
2024-01-04,120.96064134,121.33258767,119.52497307,119.89363844,3502242.94
2024-01-05,120.37614311,121.48515820,120.00370040,121.11044357,3312499.47
2024-01-08,124.38751066,124.86263049,121.46841648,121.93416534,1858612.75
2024-01-09,120.95217848,121.93187216,120.40992432,121.38766562,4660759.72
2024-01-10,124.57854071,124.98760964,123.40984297,123.81640936,1115407.57
2024-01-11,120.61389893,121.27213158,120.19946237,120.85686019,2136726.71
2024-01-12,120.41914996,121.70443328,119.78764111,121.06951376,2048099.65
2024-01-15,120.85338254,121.32309205,120.27117264,120.74044319,1804136.32
2024-01-16,119.60980184,120.51862130,119.11971316,120.02682392,2736810.43
2024-01-17,121.57345869,122.11191919,119.61670474,120.14885553,1290929.36
2024-01-18,117.65442977,118.60268951,117.18660743,118.13296440,1529629.51
2024-01-19,117.44067250,118.06949048,116.32848782,116.95470376,3722776.68
2024-01-22,117.70279193,119.44014802,117.21489994,118.94709823,4504085.42
2024-01-23,121.31286210,121.72041178,120.27404926,120.67947107,1895967.03
2024-01-24,118.82036143,120.20241823,118.43623268,119.81507372,2792033.44
2024-01-25,121.26796090,121.63902512,119.54017389,119.90707397,3589086.46
2024-01-26,121.60032133,122.07340134,120.34361981,120.81363928,1471791.05
2024-01-29,118.10264290,120.03902854,117.56405784,119.49409801,2005608.45
2024-01-30,119.16323542,119.87753255,118.70108564,119.41440864,1281566.13
2024-01-31,117.78832481,118.18095175,117.37540609,117.76796516,3374561.68
2024-02-01,116.83800841,118.78992834,116.48668039,118.43380182,1739040.95
2024-02-02,116.61184000,117.95489223,116.05109807,117.39040648,2387976.54
2024-02-05,117.97076418,118.38786835,116.33096655,116.74373237,3818042.84
2024-02-06,116.96054410,118.69275259,116.42547577,118.15223255,1154782.69
2024-02-07,115.81870739,116.24558744,115.46816881,115.89481850,2593430.13
2024-02-08,117.24586127,117.72653459,115.62850467,116.10449874,3022612.17
2024-02-09,116.20465424,117.27085665,115.73782770,116.80163189,2729282.79
2024-02-12,115.79530348,117.28288984,115.35271156,116.83631896,6824351.04
2024-02-13,120.22404637,120.81907393,119.05511151,119.64728449,3533449.72
2024-02-14,120.41083068,120.82981277,119.95377969,120.37262885,3487004.47
2024-02-15,120.43580435,122.26223577,119.77839668,121.59848155,2510596.72
2024-02-16,120.69971500,122.58408114,120.17410749,122.05258234,1875460.81
2024-02-19,121.12494776,121.62165963,120.69408548,121.19056394,3603755.28
2024-02-20,120.53405075,122.47626921,119.99777402,121.93376491,3211958.92
2024-02-21,122.36605390,123.06154370,121.74231594,122.43744185,2286781.25
2024-02-22,122.08226722,122.88885390,121.66018506,122.46544695,1862348.23
2024-02-23,119.68402169,121.73381412,119.29273627,121.33712418,3298551.16
2024-02-26,119.68467771,122.13250294,119.29623169,121.73739467,4025620.94
2024-02-27,123.23423144,124.13747469,122.75531494,123.65691554,1237850.94
2024-02-28,122.64699287,123.13831133,121.38518234,121.87340183,3604583.74
2024-02-29,124.68448491,125.23055330,122.66100108,123.20057051,491545.16
2024-03-01,119.38968610,121.77238533,118.93416214,121.30953630,868141.77
2024-03-04,123.99964126,124.74191231,122.75166391,123.49088954,368016.54
2024-03-05,121.31259158,123.49244885,120.88047735,123.05413126,1041917.36
2024-03-06,126.82408083,127.36882025,124.68071278,125.21855610,775608.12
2024-03-07,122.48651316,123.73612832,122.08527012,123.33211525,681893.28
2024-03-08,123.60933873,124.97144924,123.16495805,124.52378111,515726.61
2024-03-11,124.39652136,126.56971181,123.93794200,126.10483486,959884.36
2024-03-12,129.29863004,129.74743636,127.65409928,128.09874068,723354.28
2024-03-13,128.09144810,128.84028044,125.99094713,126.73183105,636034.93
2024-03-14,126.77621128,127.30649649,124.76961137,125.29369545,1248286.15
2024-03-15,123.80283129,124.68705135,123.33426517,124.21691800,624252.58
2024-03-18,125.14831881,125.55227207,123.81841148,124.21936627,527152.53
2024-03-19,122.92077151,123.80992563,122.49695996,123.38451517,468226.11
2024-03-20,122.43234337,124.77445822,121.82669451,124.16026169,1047103.06
2024-03-21,124.09865514,127.45259234,123.45443854,126.79438177,1079691.35
2024-03-22,129.89617098,131.21681769,129.41265921,130.73020141,985671.87
2024-03-25,128.94811004,131.73094068,128.52469671,131.29980533,1026903.40
2024-03-26,134.67396950,135.08784392,133.35497911,133.76606339,959588.11
2024-03-27,131.92213321,133.00454119,131.31853764,132.39876484,598638.36
2024-03-28,135.44884401,136.08013914,132.78135551,133.40311599,898155.79
2024-03-29,133.84229627,134.28949074,130.47488472,130.91228944,749166.34
