timestamp,open,high,low,close,volume
2024-01-02,101.62734691,102.17149116,101.16394447,101.70772222,3478764.47
2024-01-03,102.28683692,103.88918249,101.93977461,103.53787536,5408511.85
2024-01-04,107.62884188,108.03285544,105.10365647,105.49967764,4030538.04
2024-01-05,107.70396775,108.08400692,106.71024969,107.08811579,4260081.93
2024-01-08,108.97351135,109.87594415,108.51935024,109.41992257,3771920.76
2024-01-09,110.67026916,112.36470155,110.29473202,111.98470414,2999716.93
2024-01-10,113.77487937,114.22217191,112.09569218,112.53812255,2024976.78
2024-01-11,112.01694442,113.33100914,111.50927232,112.81969887,2217990.49
2024-01-12,113.17396409,113.58381156,112.54065873,112.94969403,6491871.03
2024-01-15,117.26566145,117.73192284,116.17285612,116.63661635,846927.64
2024-01-16,113.89340129,114.38475659,113.48606880,113.97712467,794428.68
2024-01-17,111.10032147,111.94741771,110.63005193,111.47555984,3784144.29
2024-01-18,113.30466404,113.75372667,112.78841976,113.23721507,1093299.05
2024-01-19,113.49622576,113.84664563,111.39452017,111.73951620,1380613.31
2024-01-22,111.63051851,112.05251773,110.77935727,111.19972796,970594.00
2024-01-23,110.59401429,110.96348245,109.01053914,109.37593799,2787372.59
2024-01-24,109.98042440,110.87392373,109.48794641,110.37965802,2059288.79
2024-01-25,110.17669309,110.93548868,109.69228468,110.44987917,1938336.53
2024-01-26,109.88876766,111.47598556,109.46509635,111.04784548,1557027.73
2024-01-29,109.73022655,111.10630051,109.27006634,110.64231540,2880505.83
2024-01-30,111.87723950,112.76111628,111.39547072,112.27762337,1128799.07
2024-01-31,111.53021748,111.92886232,110.55600787,110.95258808,1334117.71
2024-02-01,110.62709191,111.01688039,109.66702440,110.05479643,1835703.12
2024-02-02,109.99708380,110.63571404,109.40312745,110.04151777,1507905.97
2024-02-05,108.48206224,109.75388135,107.99370620,109.26201418,1497734.67
2024-02-06,108.62032679,108.97077223,108.23492022,108.58525249,2759416.59
2024-02-07,111.60098896,111.97364011,109.28806896,109.65421958,2988892.83
2024-02-08,111.04650923,111.43010857,109.81855397,110.19922646,1179718.00
2024-02-09,107.59018001,109.76641582,107.22848340,109.39863952,1893278.51
2024-02-12,109.19900500,109.64825801,108.64906091,109.09789795,1414817.75
2024-02-13,110.49278183,110.88330563,107.65956790,108.04142768,887969.75
2024-02-14,107.74397126,108.12891060,105.67631028,106.05521617,1872956.86
2024-02-15,106.50720114,106.90980670,105.81144233,106.21293554,2209746.96
2024-02-16,106.04013424,106.67603917,105.57460387,106.20976410,2460131.26
2024-02-19,107.14918309,107.55184575,106.18287520,106.58341171,1965454.36
2024-02-20,105.40668483,106.92983298,105.02373940,106.54276015,1707508.97
2024-02-21,106.25145985,106.90853153,105.79687116,106.45308022,1989279.37
2024-02-22,106.85876765,107.47003776,106.49509496,107.10552528,3528147.97
2024-02-23,107.70678734,108.72627226,107.37596522,108.39334139,1851107.47
2024-02-26,107.85742429,108.96463388,107.45001051,108.55458669,2122839.26
2024-02-27,106.55453113,109.24688400,106.22714484,108.91225365,2586925.38
2024-02-28,109.07189640,109.90331325,108.59839446,109.42826425,3522449.31
2024-02-29,110.08705978,111.22470453,109.61830648,110.75311515,804716.28
2024-03-01,110.86326617,112.40524651,110.46974795,112.00766616,396420.89
2024-03-04,113.76281459,114.31997284,113.36029466,113.91690769,2444070.89
2024-03-05,114.94458620,115.43314052,113.88824623,114.37437696,968762.19
2024-03-06,112.27134728,114.22568926,111.84846260,113.79705779,690551.90
2024-03-07,116.32128699,116.75793520,114.98529741,115.41855695,549053.10
2024-03-08,115.31593879,115.68447916,114.28293870,114.64934870,998667.04
2024-03-11,115.30233849,115.72421667,113.45328924,113.86992639,498374.84
2024-03-12,112.29959276,112.88673565,111.82322943,112.40990439,1116566.39
2024-03-13,112.74448472,113.13707622,112.18651637,112.57852999,1928665.90
2024-03-14,111.77379149,113.43601211,111.38705807,113.04488076,629912.44
2024-03-15,112.78373688,115.16172663,112.44339257,114.81525188,527595.36
2024-03-18,116.71824271,117.35429846,116.32195449,116.95719893,447058.73
2024-03-19,116.73613840,117.73289750,116.25805818,117.25270176,305200.93
2024-03-20,117.54677024,117.91152301,117.14374350,117.50837713,465625.54
2024-03-21,115.69050266,117.70917038,115.22663726,117.23909583,623138.93
2024-03-22,118.79091525,119.98909304,118.21050203,119.40567610,298584.45
2024-03-25,120.89127160,121.35352053,119.74843778,120.20807438,689764.71
