timestamp,ALPHA,BRAVO,CHARLIE,DELTA,ECHO,FOXTROT
2024-01-02,0,0,0,0,0,0
2024-01-03,0,0,0,0,0,0
2024-01-04,0,0,0,0,0,0
2024-01-05,0,0,0,0,0,0
2024-01-08,0,0,0,0,0,0
2024-01-09,0,0,0,0,0,0
2024-01-10,0,0,0,0,0,0
2024-01-11,0,0,0,0,0,0
2024-01-12,0,0,0,0,0,0
2024-01-15,0,0,0,0,0,0
2024-01-16,0,0,0,0,0,0
2024-01-17,0,0,0,0,0,0
2024-01-18,0,0,0,0,0,0
2024-01-19,0,0,0,0,0,0
2024-01-22,0,0,0,0,0,0
2024-01-23,0,0,0,0,0,0
2024-01-24,0,0,0,0,0,0
2024-01-25,0,0,0,0,0,0
2024-01-26,0,0,0,0,0,0
2024-01-29,0,0,0,0,0,0
2024-01-30,0,0.29999999999999999,-0.28620183231980351,0,-0.21379816768019649,0.20000000000000001
2024-01-31,0,0.29999999999999999,-0.20000000000000001,0,-0.29999999999999999,0.20000000000000001
2024-02-01,0,0.29999999999999999,-0.27715469784205443,0,-0.2228453021579456,0.20000000000000001
2024-02-02,0.28634486931219078,0.21365513068780917,-0.27793490661922865,0,-0.22206509338077132,0
2024-02-05,0.20632891047385124,0,-0.20000000000000001,0,-0.29999999999999999,0.29367108952614873
2024-02-06,0.27805030036793887,0.17493267949601532,-0.20000000000000001,0,-0.29999999999999999,0.047017020136045827
2024-02-07,0.28783350708545985,0.065405625552164059,-0.20000000000000001,0,-0.29999999999999999,0.14676086736237606
2024-02-08,0.17204051257698905,0.066362183609117539,-0.20000000000000001,0,-0.29999999999999999,0.26159730381389334
2024-02-09,0,0.20722694078435358,-0.20000000000000001,0,-0.29999999999999999,0.29277305921564645
2024-02-12,0,0.20521519893411452,-0.20000000000000001,0,-0.29999999999999999,0.29478480106588545
2024-02-13,0.16133952416410524,0.057589444385986288,-0.29999999999999999,-0.14371902536384082,-0.056280974636159192,0.28107103144990847
2024-02-14,0.20000000000000001,0,-0.29999999999999999,-0.20000000000000001,0,0.29999999999999999
2024-02-15,0.20000000000000001,0,-0.29999999999999999,-0.20000000000000001,0,0.29999999999999999
2024-02-16,0.058919947409945994,0,-0.29999999999999999,-0.20000000000000001,0.14108005259005402,0.29999999999999999
2024-02-19,0.056802488093586762,0,-0.29999999999999999,-0.20000000000000001,0.14331528554472442,0.29988222636168888
2024-02-20,-0.20000000000000001,0,-0.29999999999999999,0,0.20000000000000001,0.29999999999999999
2024-02-21,-0.20000000000000001,0,-0.29999999999999999,0.12982573319146248,0.29925797730493991,0.070916289503597615
2024-02-22,-0.20000000000000001,0,-0.29999999999999999,0.20000000000000001,0.29999999999999999,0
2024-02-23,0,-0.20326719924037315,-0.29673280075962688,0.28110830545605359,0.21889169454394639,0
2024-02-26,0,-0.19587867655633531,-0.054160696419197497,0.20000000000000001,0.29999999999999999,-0.2499606270244672
2024-02-27,0.21786885570916711,-0.29999999999999999,0,0,0.28213114429083286,-0.20000000000000001
2024-02-28,0,-0.21907590790112486,0.29999999999999999,0.13989663310087486,0.060103366899125148,-0.28092409209887514
2024-02-29,0,-0.21782831253280979,0.29999999999999999,0.14139361341037521,0.058606386589624818,-0.28217168746719024
2024-03-01,0.15958188131807305,-0.29999999999999999,0.29999999999999999,0.040418118681926962,0,-0.20000000000000001
2024-03-04,0.20000000000000001,-0.28665510499425273,0.29999999999999999,0,0,-0.2133448950057473
2024-03-05,0.20000000000000001,-0.2755703581996744,0.29999999999999999,0,0,-0.22442964180032557
2024-03-06,0.20000000000000001,-0.27450829066763266,0.29999999999999999,-0.14256709853994748,0,-0.082924610792419931
2024-03-07,0.20000000000000001,-0.26679531660462336,0.29999999999999999,-0.14522694275164708,0,-0.087977740643729485
2024-03-08,0.051499712596000627,-0.16338901200524789,0.29999999999999999,-0.24496586410363955,0.14850028740399937,-0.09164512389111254
